Model,Return (%),Sharpe,Win Rate (%),Profit Factor,Max DD (%),Total Trades
XGBoost,-0.06598400363828483,-0.5522833081099613,47.05882352941176,0.9949398763691504,5.123148217754965,102
Ensemble,2.0089643911787842,-0.10336835797303454,50.70422535211267,1.2833888043042019,2.597446626225053,71
